"","ID","AirportWindspeedavg","Airportwinddirect","Airportwinduvector","Airportwindvvector","AirportTempavg","AirportRHavg","AirportBaroavg","AirportSVPavg","AirportVPDavg","VulgarisWindspeedavg","Vulgariswinduvector","Vulgariswindvvector","VulgarisTempavg","VulgarisRHavg","VulgarisBaroavg","VulgarisSVPavg","VulgarisVPDavg","WaterfallWindspeedavg","Waterfallwinduvector","Waterfallwindvvector","WaterfallTempavg","WaterfallRHavg","WaterfallBaroavg","WaterfallSVPavg","WaterfallVPDavg"
"11",11,1.555555556,0,1.555555556,0,8.5,53.5,1016.5,1110.20932401803,-593.150176012432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",12,4.5,190,1.32180389712196,-1.19847295541423,10.75,56,1014,1291.28053771974,-720.846114450342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",13,4.5,190,1.32180389712196,-1.19847295541423,10.75,56,1014,1291.28053771974,-720.846114450342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",14,3.98611111125,130,-0.189614185846968,-0.151786486462217,10.75,56,1014,1291.28053771974,-720.846114450342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",15,3.98611111125,130,-0.189614185846968,-0.151786486462217,10.75,56,1014,1291.28053771974,-720.846114450342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",16,3.98611111125,130,-0.189614185846968,-0.151786486462217,10.75,56,1014,1291.28053771974,-720.846114450342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",17,3.3472222225,130,1.28135445749003,3.08923331047855,11,54,1014,1312.46364893167,-707.730370423099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",18,4.5,252.5,-0.163252317560785,-2.24274394330075,13,47,1006.25,1500.29080437848,-697.276828180672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",19,4.462962963,260,-3.25882947913998,3.04927349298123,9.33333333333333,69.6666666666667,1006.66666666667,1177.62743232257,-813.617764005421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",20,4.462962963,260,-3.25882947913998,3.04927349298123,9.33333333333333,69.6666666666667,1006.66666666667,1177.62743232257,-813.617764005421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",21,4.462962963,260,-3.25882947913998,3.04927349298123,9.33333333333333,69.6666666666667,1006.66666666667,1177.62743232257,-813.617764005421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",22,3.259259259,250,0.785443365311698,-3.16320243381056,7,71,1008,1003.06361171957,-708.881337819936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",23,6.0666666666,80,0.0393154090849164,-2.68513404084357,12.8,28.8,1007,1484.97802647508,-421.608369468484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",24,6.0666666666,80,0.0393154090849164,-2.68513404084357,12.8,28.8,1007,1484.97802647508,-421.608369468484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",25,6.0416666665,82.5,-0.927222843454677,-4.5494990185207,13.5,27.25,1007,1549.28973207285,-419.833981478257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",26,7.02777777766667,80,-0.77577701918993,-6.98482859551773,13.3333333333333,27.3333333333333,1007,1532.95675617473,-416.265995925292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",27,6.00000000033333,76.6666666666667,-3.0872872425383,-0.666240592320308,14.6666666666667,29,1002.33333333333,1669.43289669999,-483.135540042998,NA,NA,NA,NA,NA,NA,NA,NA,5.03272727272727,-0.25127231126345,0.353043015609671,13.8665454545455,31.4772727272727,993.35,1586.14303697215,1088.6819592061
"28",28,6.00000000033333,76.6666666666667,-3.0872872425383,-0.666240592320308,14.6666666666667,29,1002.33333333333,1669.43289669999,-483.135540042998,NA,NA,NA,NA,NA,NA,NA,NA,5.05666666666667,-0.364328213275775,0.305196255596909,13.8201904761905,31.6857142857143,993.340476190476,1581.31548411354,1081.94284866043
"29",29,5.2708333335,57.5,-1.54463209865373,-0.499680444240231,14.25,30,1002.5,1626.44419855317,-485.643598621547,NA,NA,NA,NA,NA,NA,NA,NA,5.10476190476191,-0.277884044861693,0.506382805417822,13.5775238095238,32.7666666666667,993.335714285714,1556.73353833877,1048.33577280879
"30",30,5.54012345677778,207.777777777778,-0.683721969862304,-0.769173520211832,12.2222222222222,54.6666666666667,1007.55555555556,1429.63816366984,-767.468136500619,NA,NA,NA,NA,NA,NA,NA,NA,5.29927272727273,-0.0408703239416111,-0.291027480240769,13.7040363636364,44.9654545454545,997.853636363636,1573.45991319205,873.866865807986
"31",31,4.0166666668,60,0.517683084154468,0.303901470760157,16.4,30.2,1009.4,1866.98447254455,-560.872556391803,5.89294117647059,0.0905445554642613,-0.0164791603182361,12.6785294117647,34.5823529411765,999.991176470588,1467.63365257201,-506.229595596873,6.02411764705882,-0.00772958300884292,0.453076405927132,16.2662352941176,29.9441176470588,999.991176470588,1850.68145459724,1297.86855154992
"32",32,4.375,95,0.906161497846749,0.847942861698623,16.25,32.5,1009,1849.39737303771,-597.573474497214,6.2,-1.00917265728144,0.234044183554077,12.2385454545455,40.7545454545455,998.927272727273,1425.91570832724,-578.867344767849,5.88045454545455,-0.293308002243306,0.728232370758015,15.2395909090909,34.5863636363636,998.927272727273,1736.83563789658,1140.31445092346
"33",33,3.94444444433333,93.3333333333333,-0.420609206176884,2.08705891552842,16,33.3333333333333,1009,1820.0855405263,-603.364678939092,6.13571428571429,-0.921895905232402,-0.0425131160338678,12.1101904761905,41.2047619047619,999.07380952381,1414.12751053628,-580.333906198542,5.84904761904762,-0.517116253540381,1.19235337571558,14.9268095238095,35.4190476190476,999.07380952381,1703.05997855711,1104.65162317811
"34",34,3.94444444433333,93.3333333333333,-0.420609206176884,2.08705891552842,16,33.3333333333333,1009,1820.0855405263,-603.364678939092,6.10863636363636,-0.984682029479009,0.0804147637370781,12.0388636363636,41.3909090909091,999.136363636364,1407.71052775215,-580.120915546164,5.835,-0.576697153947215,1.27489132029536,14.7662272727273,35.8090909090909,999.136363636364,1686.88606063447,1088.73340936025
"35",35,3.6055555554,60,0.591873039714365,0.188271800788299,16.6,31.6,1007.4,1889.5672166794,-594.956864777268,5.27586206896552,0.453997692634669,-0.870653760216366,13.0852413793103,38.4103448275862,998.029310344828,1506.48803201009,-576.942230230762,5.25896551724138,-0.548787188454103,-0.0558462101250964,16.4274482758621,33.0137931034483,998.029310344828,1868.9641937971,1252.57224992729
"36",36,4.462962963,86.6666666666667,-3.45873872466104,1.09606921099284,15.6666666666667,29.6666666666667,1007.33333333333,1784.51342205992,-524.903855390459,4.2275,0.00639304770384893,0.542077755264778,11.67825,40.575,997.435,1374.14078663174,-555.312644920528,4.807,-0.386097072344603,0.409761364013908,14.8391,33.305,997.435,1691.62430399046,1131.07695082971
"37",37,4.462962963,86.6666666666667,-3.45873872466104,1.09606921099284,15.6666666666667,29.6666666666667,1007.33333333333,1784.51342205992,-524.903855390459,4.18473684210526,0.174536010191344,0.460300449470862,11.5542105263158,41.1210526315789,997.597368421053,1362.65664478291,-558.431407639731,4.76842105263158,-0.327665384295347,0.277494940285028,14.5356315789474,33.9157894736842,997.597368421053,1658.57448091069,1099.07017370555
"38",38,4.462962963,86.6666666666667,-3.45873872466104,1.09606921099284,15.6666666666667,29.6666666666667,1007.33333333333,1784.51342205992,-524.903855390459,4.18473684210526,0.174536010191344,0.460300449470862,11.5542105263158,41.1210526315789,997.597368421053,1362.65664478291,-558.431407639731,4.76842105263158,-0.327665384295347,0.277494940285028,14.5356315789474,33.9157894736842,997.597368421053,1658.57448091069,1099.07017370555
"39",39,4.462962963,86.6666666666667,-3.45873872466104,1.09606921099284,15.6666666666667,29.6666666666667,1007.33333333333,1784.51342205992,-524.903855390459,4.177,0.0866158048054961,0.535287491384257,11.5182,41.345,997.665,1359.42641584174,-560.055424361619,4.7315,-0.419192366818752,0.198571153540706,14.43915,34.215,997.665,1648.61169548072,1087.96919412823
"40",40,5.277777778,82.5,-0.974221732604234,-3.05610089569112,15.25,25.75,1004.5,1739.4336814229,-439.02675295246,4.605,-0.209047127088821,-0.00617819090708407,11.63595,36.08,994.425,1372.19074142941,-490.36268857128,4.329,-0.494242928136915,-0.0129755137972191,14.57345,27.895,994.425,1665.73175555733,1209.39194070045
"41",41,5.277777778,82.5,-0.974221732604234,-3.05610089569112,15.25,25.75,1004.5,1739.4336814229,-439.02675295246,4.63,-0.0233863565959757,0.260121352265701,11.4653,36.65,994.56,1357.2017492365,-492.161601070672,4.279,-0.260332676398743,0.0520735259328517,14.2838,28.92,994.56,1637.374918714,1174.92263348966
"42",42,5.14814814833333,83.3333333333333,-1.09045307176407,-2.1974559589558,14.6666666666667,27.6666666666667,1004.66666666667,1673.46728503989,-456.546812565151,4.60894736842105,0.10670362231666,0.255211606424727,11.3507368421053,37.0631578947368,994.628947368421,1346.44738763491,-494.44789741839,4.21263157894737,-0.14074303690937,0.141403379545062,14.1942105263158,29.2789473684211,994.628947368421,1627.95813557313,1162.29262109721
"43",43,5.666666667,80,-0.625527715124732,-5.63203570589709,16,23,1004,1817.91873584059,-417.121309243336,4.75333333333333,-0.873089668177357,-0.95872846057036,12.3152222222222,33.9,993.761111111111,1432.32002616504,-483.890554049638,4.69888888888889,-0.697452494357972,0.393109315924016,15.6335555555556,24.3555555555556,993.761111111111,1776.33889341456,1344.45637272957
"44",44,5.490740741,96.6666666666667,-3.50093409823697,3.136474035417,16.6666666666667,28,1002.33333333333,1897.52815899482,-529.113743171236,4.84190476190476,0.203871975989793,0.106149825374089,12.3359047619048,37.8619047619048,992.483333333333,1440.04204548898,-537.511517397168,4.69714285714286,-0.309803095044467,0.475324269113063,15.8242380952381,29.4142857142857,992.483333333333,1804.92256816223,1279.96541397489
"45",45,5.1458333335,97.5,-1.73942839940601,1.83192417321401,15.75,30.5,1002.5,1797.51564527429,-538.845727269135,4.89681818181818,0.500074576333576,0.0330048525261813,12.075,38.6136363636364,992.590909090909,1416.54296267756,-538.265725576147,4.575,-0.397545715113214,0.336379086013321,15.3544545454545,30.5545454545455,992.590909090909,1755.85228642295,1228.71304877477
"46",46,5.1458333335,97.5,-1.73942839940601,1.83192417321401,15.75,30.5,1002.5,1797.51564527429,-538.845727269135,4.91428571428571,0.526767434761597,-0.0610944412982017,11.9558571428571,38.9190476190476,992.62619047619,1404.99144498514,-538.505131716995,4.55333333333333,-0.274088145482799,0.332229191768348,15.2676666666667,30.8142857142857,992.62619047619,1746.17049542603,1217.34613428207
"47",47,6.90873015885714,122.857142857143,-0.302689118360919,3.81775878733415,11.1428571428571,61,1000.42857142857,1328.17335793572,-804.688917271505,4.82521739130435,-0.649940644732627,0.0287132956071687,10.0568043478261,58.0652173913043,991.036956521739,1250.22030303872,-696.298904249564,6.2695652173913,-0.342857907112479,0.0702619083881468,11.1811739130435,59.3586956521739,991.036956521739,1340.44709648791,559.104580223018
"48",48,5.83333333366667,23.3333333333333,-2.18501945390409,2.22847820524804,10,65,1001,1229.34723653037,-794.500926414788,4.79380952380952,0.179807323992794,-0.406342100950158,7.242,71.347619047619,992.030952380952,1022.10338228845,-721.515008836854,6.18333333333333,-0.0714688257964781,-0.287723561468956,8.83985714285714,67.5333333333333,992.030952380952,1137.03954342373,371.573281442825
"49",49,5.402777778,32.5,-2.61763348693941,1.358081071145,9.75,65.25,1001.25,1208.97214154164,-785.02042614604,4.55428571428571,0.240228391690288,-0.313231214164871,7.03719047619048,72.247619047619,992.121428571429,1007.63139729614,-720.635026493807,5.94333333333333,0.226981735623715,-0.273480994422295,8.69642857142857,68.2523809523809,992.121428571429,1125.63732558658,358.85337245878
"50",50,5.402777778,32.5,-2.61763348693941,1.358081071145,9.75,65.25,1001.25,1208.97214154164,-785.02042614604,4.43863636363636,0.220307429792661,-0.253975459580409,6.94922727272727,72.6136363636364,992.154545454545,1001.75661783592,-719.894532475207,5.83318181818182,0.148706323155547,-0.251424429558605,8.64863636363636,68.4136363636364,992.154545454545,1122.05900071558,355.961391815914
"51",51,4.1166666666,214,-0.870055420146055,-2.61658373145165,10.4,54.4,1005.8,1261.62418202306,-684.001728880919,5.60821428571429,0.678870773149675,-0.133161938399062,8.65203571428571,66.3142857142857,996.389285714286,1123.21254288352,-741.52685091451,4.35,0.282687202551599,0.184146887501397,9.91514285714286,64.5535714285714,996.389285714286,1226.17688717313,444.424235942875
"52",52,4.12037037033333,150,0.124533151391946,-2.52733483559396,9,61,1007,1149.38328404001,-697.880915585608,4.02631578947368,0.695251821263009,0.402524173666942,5.75826315789474,79.8526315789474,998.118421052632,920.65347105123,-732.356905664566,3.94789473684211,-0.0403502083165302,-0.161614236266325,7.28484210526316,78.9052631578947,998.118421052632,1021.97582148653,216.103422509494
"53",53,4.375,130,0.90703911752659,-0.901266570505852,8.75,63.5,1007.25,1130.18041089516,-713.542179673464,3.94684210526316,0.781097992720649,0.44627884836946,5.719,80.0684210526316,998.15,918.20008458564,-732.287705121242,3.94789473684211,-0.169846616387307,-0.283429597646267,7.22247368421053,79,998.15,1017.64567942613,214.377350458325
"54",54,4.375,130,0.90703911752659,-0.901266570505852,8.75,63.5,1007.25,1130.18041089516,-713.542179673464,3.951,0.805760725186777,0.501684358852392,5.6791,80.215,998.165,915.658051572031,-731.618735974189,3.9015,-0.17843940572198,-0.316780203885272,7.1919,79.05,998.165,1015.52511801824,213.41082744809
"55",55,4.97222222233333,76.6666666666667,0.725071692048805,-1.91369472312661,8.66666666666667,68,1007.33333333333,1124.2915956684,-760.415096802043,3.94684210526316,0.925937023130077,0.63552854467048,5.66621052631579,80.178947368421,998.181578947368,914.901398781259,-730.577728721844,3.94789473684211,-0.260975974245259,-0.364531334033175,7.176,78.9052631578947,998.181578947368,1014.43878115512,214.717601295255
"56",56,2.4722222222,116,0.827457935951096,0.00815563794370808,13,30.6,1004.8,1497.47810411271,-457.22829985849,6.95,-0.400893546324598,-0.383379745232649,11.0992258064516,43.5483870967742,995.472580645161,1322.20058238192,-573.749807354834,4.41645161290323,0.00943758245141876,-0.138558825489943,12.7068709677419,37.441935483871,995.472580645161,1470.30112017605,920.336218941887
"57",57,4.3222222222,166,-0.355863956337386,0.462196339314269,11.6,46.8,1003.4,1370.54231307662,-628.862178267261,5.89875,0.403679634227257,-0.660867208838232,9.82709375,48.75625,994.140625,1216.75820638657,-586.839144210943,4.136875,0.150205923770017,-0.530784116451286,10.914875,48.471875,994.140625,1308.84938853505,681.545848594194
"58",58,4.97222222233333,150,-0.369877421978615,1.75756622166596,11.6666666666667,47.6666666666667,1003.33333333333,1375.83408572881,-646.686339536801,5.99,1.17978986727104,-0.268062476101897,10.02645,48.1,994.045,1231.88018057552,-588.411546945721,4.4545,0.0764837461849797,-0.639881526910803,11.02935,47.56,994.045,1316.6720329517,693.162521459804
"59",59,4.6319444445,182.5,-1.10953407607163,0.968068939122745,11.25,50.25,1003.25,1338.8083653176,-662.785779244778,5.65136363636364,0.863934526084819,-0.166525019841482,9.62413636363636,50.2,993.963636363636,1200.02249912117,-596.673902155088,4.00363636363636,-0.00866594423460315,-0.404256900466183,10.5767272727273,50.2318181818182,993.963636363636,1277.93739556575,639.833889682554
"60",60,4.6319444445,182.5,-1.10953407607163,0.968068939122745,11.25,50.25,1003.25,1338.8083653176,-662.785779244778,5.6375,0.652599822856854,-0.188633398859066,9.68415,50.01,993.955,1204.87555690326,-596.830942893931,4.077,0.113222492375462,-0.416271283679813,10.56565,50.12,993.955,1276.3080046119,639.223876320141
"61",61,4.287037037,213.333333333333,-0.633017493135064,-0.397901779181171,10.6666666666667,53.3333333333333,1003,1285.9184523859,-679.3923647643,5.56315789473684,0.486096213107278,-0.327027369323785,9.61978947368421,50.2842105263158,993.928947368421,1199.63887749562,-597.539999645689,4,0.274035453010614,-0.402339802939643,10.5054210526316,50.4421052631579,993.928947368421,1271.07670332026,632.320210425114
"62",62,4.287037037,213.333333333333,-0.633017493135064,-0.397901779181171,10.6666666666667,53.3333333333333,1003,1285.9184523859,-679.3923647643,5.5115,0.567936484001682,-0.242784752063712,9.54605,50.655,993.92,1193.81742590836,-598.863603713308,3.8755,0.260333680360084,-0.382222812792661,10.421,50.995,993.92,1264.20955982649,622.528576197673
"63",63,7.27380952342857,240,2.36967116275655,6.87698797174462,8.14285714285714,69,1003.85714285714,1083.95110304122,-745.173240076217,5.14047619047619,-0.274445304528286,0.227192011598101,7.55202380952381,74.0547619047619,994.188095238095,1041.71999632142,-766.39116526968,6.25547619047619,0.490437893700448,-0.272539209320632,8.89616666666667,64.3833333333333,994.188095238095,1141.18557798162,408.706434185598
"64",64,5.0444444446,200,0.0653027380038099,3.57366673204295,8.4,66.4,1012,1102.68181750654,-731.210836850391,5.68258064516129,0.0213040646276054,0.187638277410744,7.02290322580645,63.1903225806452,1002.29193548387,1003.55128092536,-632.697662224685,3.52322580645161,-0.0366331943859903,-0.138959576422589,8.84470967741935,60.3451612903226,1002.29193548387,1136.7045756781,452.129956094541
"65",65,2.5694444445,220,0.0678200978975835,-0.072608435925602,8,74.75,1012,1072.57179146061,-800.747414116803,5.47416666666667,-0.0596348514284722,0.16310625650562,5.97454166666667,68.1791666666667,1002.40833333333,934.836477242644,-633.801069033328,3.58541666666667,0.0782430257129259,0.469366203616698,8.06704166666667,60.6,1002.40833333333,1078.33061525597,426.394050021462
"66",66,2.74074074066667,220,-0.592076005214747,-0.1573807360998,8,76,1012,1072.57179146061,-814.154561510061,5.32095238095238,-0.108234159348018,0.0607256692238322,6.04028571428571,68.0476190476191,1002.40714285714,938.878760988129,-635.673522433916,3.54666666666667,-0.119827841068762,0.379537369961042,8.13485714285714,60.4333333333333,1002.40714285714,1083.22919412713,429.995740048048
"67",67,2.74074074066667,220,-0.592076005214747,-0.1573807360998,8,76,1012,1072.57179146061,-814.154561510061,5.00352941176471,-0.297347176639505,-0.52539237694223,5.98994117647059,68.5058823529412,1002.40294117647,934.756046618997,-638.341292790072,3.49294117647059,-0.275249878636577,0.302551265897755,8.18617647058823,60.2588235294118,1002.40294117647,1086.82371978668,432.988010964631
"68",68,4.1166666668,78,-0.207286288809995,1.56043648932137,9.6,51.2,1005.2,1195.77746508057,-609.06520786902,4.66,-0.0692989397205915,-0.40286140026468,7.36125714285714,56.1885714285714,995.564285714286,1027.62557460581,-575.099973513839,4.314,-0.295943069143965,0.0411915484850864,8.85671428571429,54.5514285714286,995.564285714286,1138.10834375616,520.211949053102
"69",69,4.375,72.5,-0.864971799084337,2.01191437711277,9.25,55.25,1005,1168.97026405101,-639.338113309721,3.93095238095238,-0.222145855892333,-0.825367298275766,6.96347619047619,59.1952380952381,995.497619047619,999.736577740686,-590.426763944007,4.26571428571429,-0.12029256283807,0.0074194261575283,8.34357142857143,58.5476190476191,995.497619047619,1098.33831884238,456.448971926141
"70",70,4.375,72.5,-0.864971799084337,2.01191437711277,9.25,55.25,1005,1168.97026405101,-639.338113309721,3.77545454545455,-0.236569563563958,-0.661664425497165,6.86909090909091,59.3909090909091,995.495454545455,993.353556530666,-588.633238333675,4.04863636363636,-0.117962004755941,-0.0265925561020046,8.23972727272727,59.0545454545455,995.495454545455,1090.43202011412,447.074124647231
"71",71,4.62962962966667,73.3333333333333,-1.91562440247065,1.75101742319267,9,59.3333333333333,1005,1149.38328404001,-676.809345160924,3.69142857142857,-0.229331776194935,-0.526577585672731,6.87295238095238,59.4666666666667,995.507142857143,993.647114343398,-589.53981392367,3.95380952380952,-0.0749257184522907,0.107470410426268,8.20047619047619,59.4142857142857,995.507142857143,1087.46121579134,441.738741450301
"72",72,4.62962962966667,73.3333333333333,-1.91562440247065,1.75101742319267,9,59.3333333333333,1005,1149.38328404001,-676.809345160924,3.66090909090909,-0.175257953065491,-0.516867308651525,6.83327272727273,59.5409090909091,995.504545454545,990.978709209738,-588.662989884283,3.86545454545455,-0.06023784500531,0.122314603983719,8.17404545454546,59.45,995.504545454545,1085.53372639277,440.565728962151
"73",73,4.62962962966667,73.3333333333333,-1.91562440247065,1.75101742319267,9,59.3333333333333,1005,1149.38328404001,-676.809345160924,3.549,0.0535178492088532,-0.477365623428625,6.8075,59.61,995.505,989.279151115617,-588.306160131282,3.6985,-0.0440291818755778,0.0493996566547355,8.1458,59.515,995.505,1083.44346229564,439.009238290266
"74",74,2.28174603185714,50,0.543212082099843,0.177877464486709,12.4285714285714,42,1007.14285714286,1450.70679113018,-599.774422476232,4.90933333333333,0.0776024114995096,0.0363056821280939,9.6488,49.4866666666667,997.554444444444,1202.5018051217,-592.05522425734,4.30577777777778,-0.155781900254824,-0.24770969571115,12.1806666666667,44.3466666666667,997.554444444444,1424.78665153462,797.08854214033
"75",75,3.47916666675,222.5,1.74395880708625,2.39597679473299,13.75,40.25,1008.25,1573.0860208536,-631.978103601721,4.02727272727273,0.144178818834925,0.174841060165442,11.0187272727273,47.5772727272727,998.190909090909,1315.28912757239,-623.351742680591,4.805,-0.469893854465469,-0.230952171419023,13.2050454545455,42.9363636363636,998.190909090909,1520.78675729651,871.003651337844
"76",76,3.95370370366667,250,2.4608173398139,2.52299003358596,13.6666666666667,41,1008.33333333333,1564.68514121572,-640.520907898446,3.88333333333333,0.0969353544268774,-0.018131350838208,10.9159047619048,48,998.416666666667,1306.46682921957,-624.555258099672,4.74619047619048,-0.529155380945007,-0.0649300608342723,13.0223333333333,43.4523809523809,998.416666666667,1503.0099015468,853.428646224751
"77",77,3.8680555555,260,2.35336134150923,2.63870038912394,13.25,41.75,1008.5,1524.08709315922,-634.392905312704,3.66090909090909,0.221984938662406,-0.0927766347171887,10.7339090909091,48.6454545454545,998.645454545455,1291.13945302967,-625.054589188829,4.645,-0.402528656687563,0.00756744933608178,12.7430454545455,44.3363636363636,998.645454545455,1476.16350245082,825.777987406654
"78",78,3.8680555555,260,2.35336134150923,2.63870038912394,13.25,41.75,1008.5,1524.08709315922,-634.392905312704,3.54565217391304,0.212333419590128,-0.0887428679903544,10.6817391304348,48.8347826086957,998.715217391304,1286.73846101837,-625.254642593139,4.5304347826087,-0.341786539378626,-0.000415486258912036,12.6088695652174,44.7565217391304,998.715217391304,1464.14756156311,813.870533890515
"79",79,3.8680555555,260,2.35336134150923,2.63870038912394,13.25,41.75,1008.5,1524.08709315922,-634.392905312704,3.54565217391304,0.212333419590128,-0.0887428679903544,10.6817391304348,48.8347826086957,998.715217391304,1286.73846101837,-625.254642593139,4.5304347826087,-0.341786539378626,-0.000415486258912036,12.6088695652174,44.7565217391304,998.715217391304,1464.14756156311,813.870533890515
"80",80,3.8680555555,260,2.35336134150923,2.63870038912394,13.25,41.75,1008.5,1524.08709315922,-634.392905312704,3.27227272727273,0.0372815082548169,0.117929175150143,10.5626363636364,49.2227272727273,998.927272727273,1276.60052331632,-625.187004333276,4.39318181818182,-0.167556095122107,0.102685901568524,12.3020454545455,45.6090909090909,998.927272727273,1435.30725209887,786.167324050925
"81",81,3.753968254,221.428571428571,-0.328643911708829,0.575648702866376,12,49.8571428571429,1013.42857142857,1404.5513154669,-695.056085899215,3.85217391304348,-0.0527959069431765,0.134932536407166,10.977847826087,44.7891304347826,1003.92608695652,1311.21371079995,-585.171478998865,3.87347826086957,0.443444843256122,0.236297725969409,12.4912391304348,47.9586956521739,1003.92608695652,1450.13198811709,756.706301405073
"82",82,2.75,173.333333333333,0.683369543167737,0.489983866989264,12.6666666666667,47.3333333333333,1014,1465.74971907172,-691.624826242443,2.166,-0.00663981121998288,0.15215666037565,10.70285,47.295,1004.27,1287.10677333901,-607.217406446235,2.969,0.0400436837812567,0.23312579352635,13.06495,45.625,1004.27,1504.31796783672,818.361009220504
"83",83,2.75,173.333333333333,0.683369543167737,0.489983866989264,12.6666666666667,47.3333333333333,1014,1465.74971907172,-691.624826242443,2.166,-0.0724252770342083,0.228733667916078,10.6528,47.59,1004.31,1282.77921057317,-609.075928158684,2.969,-0.067532237796323,0.0687983270376356,13.0298,45.53,1004.31,1501.08806431554,818.002834583309
"84",84,2.75,173.333333333333,0.683369543167737,0.489983866989264,12.6666666666667,47.3333333333333,1014,1465.74971907172,-691.624826242443,2.14736842105263,-0.00609142564629605,0.203413934612329,10.6265789473684,47.7842105263158,1004.31315789474,1280.52048924897,-610.55465764036,2.91315789473684,-0.16450196327014,0.0227707638036588,13.0533684210526,45.3473684210526,1004.31315789474,1503.40732098986,821.94607242313
