"","Site","Year","SiteYear","Date","Day","Totallarvliter","Totalpupaeliter","TotalBeetleliter","Totallnliter","Stdevtotalliter","Sterrortotalliter"
"17","Black",2012,"Black2012",2012-05-31,2017-05-31,0,0.82581339297006,0.0301323415828705,0.82581339297006,0.663168769049581,0.171229439883593
"18","Black",2012,"Black2012",2012-06-04,2017-06-04,0,0.0301323415828705,0.0301323415828705,0.0301323415828705,0.116702057132691,0.0301323415828705
"19","Black",2012,"Black2012",2012-06-07,2017-06-07,0,0,0.0903970247486114,0,0,0
"20","Black",2012,"Black2012",2012-06-12,2017-06-12,0,0,0.199834970789738,0,0,0
"21","Black",2016,"Black2016(dry)",2016-05-24,2017-05-24,0,0,0,0,NA,NA
"22","Black",2017,"Black2017",2017-05-17,2017-05-17,0.189602161777267,0,0,0.189602161777267,0.404263906280168,0.10438049176639
"23","Black",2017,"Black2017",2017-05-22,2017-05-22,0.0451985123743057,0,0.0451985123743057,0.0451985123743057,0.142930245954111,0.0451985123743057
"24","Dispersal pond",2017,"Dispersal pond2017",2017-06-01,2017-06-01,0.800317189277493,2.5181749339895,0,2.63134956252792,0.600623027581235,0.189933678230284
"25","East",2011,"East2011",2011-05-24,2017-05-24,2.61820672627917,0,0,2.61820672627917,0.556648500608944,0.143726024836651
"26","East",2011,"East2011",2011-05-30,2017-05-30,2.23077834431812,0.0903970247486114,0.236271217880942,2.25199237180132,0.694146188900385,0.179227775296303
"27","East",2011,"East2011",2011-06-01,2017-06-01,1.8419895609099,0.060264683165741,0.177642608642943,1.85309096328391,0.614467758347269,0.158654892990692
"28","East",2011,"East2011",2011-06-06,2017-06-06,1.32331739055814,0.0903970247486114,0.060264683165741,1.35350512038112,0.462291464897225,0.119363142976052
"29","East",2011,"East2011",2011-06-08,2017-06-08,0.934168721582599,0.207774950225813,0.0903970247486114,1.05837675713403,0.441657319853246,0.114035429634815
"30","East",2011,"East2011",2011-06-13,2017-06-13,0.31884897019468,0.783015569633234,0.171338703134608,0.952760023881075,0.517215158557422,0.133544379699928
"31","East",2011,"East2011",2011-06-15,2017-06-15,0.060264683165741,0.561424093583957,0.222148039937735,0.607315687037776,0.366621225138545,0.0946611932885162
"32","East",2011,"East2011",2011-06-17,2017-06-17,0.0301323415828705,0.201471044717479,0.111074019968867,0.222148039937735,0.297445175198669,0.0768000139969462
"33","East",2012,"East2012",2012-05-08,2017-05-08,0.749224070674182,0,0,0.749224070674182,1.09212562675967,0.281985624293769
"34","East",2012,"East2012",2012-05-11,2017-05-11,0.90684340395764,0,0,0.90684340395764,1.15336067000728,0.297796444473923
"35","East",2012,"East2012",2012-05-14,2017-05-14,0.974013903095569,0,0,0.974013903095569,1.01020757740783,0.260834474900871
"36","East",2012,"East2012",2012-05-16,2017-05-16,1.10508444766475,0,0,1.10508444766475,0.9309843190942,0.240379117562139
"37","East",2012,"East2012",2012-05-18,2017-05-18,0.840905928554062,0,0,0.840905928554062,0.793355308639203,0.204843459865659
"38","East",2012,"East2012",2012-05-21,2017-05-21,0.876712373174093,0,0,0.876712373174093,0.722174525419339,0.186464660666956
"39","East",2012,"East2012",2012-05-23,2017-05-23,0.895642338828219,0,0.0301323415828705,0.895642338828219,0.442327203727921,0.114208392907516
"40","East",2012,"East2012",2012-05-28,2017-05-28,0.603114078015808,0.111074019968867,0.141206361551738,0.677773390490168,0.502176757972834,0.129661481365415
"41","East",2012,"East2012",2012-05-31,2017-05-31,0.447068404193524,0.299817570468249,0.111074019968867,0.634631327605285,0.548245327167722,0.141556334783775
"42","East",2012,"East2012",2012-06-04,2017-06-04,0.0903970247486114,0.455147109963195,0.0301323415828705,0.536088788349192,0.442244560459322,0.114187054507318
"43","East",2012,"East2012",2012-06-07,2017-06-07,0.0903970247486114,0.201069134432135,0.0903970247486114,0.256170750451342,0.450392923925705,0.116290952907595
"44","East",2012,"East2012",2012-06-12,2017-06-12,0,0,0.060264683165741,0,0,0
"45","East",2016,"East2016",2016-06-04,2017-06-04,0.0903970247486114,0.681837110533078,0.342275495983873,0.720569853250991,0.485446886639815,0.125341847161616
"46","East",2016,"East2016",2016-06-07,2017-06-07,0,0.0301323415828705,0.291466159180747,0.0301323415828705,0.116702057132691,0.0301323415828705
"47","East",2017,"East2017",2017-05-17,2017-05-17,1.96096315910373,0,0,1.96096315910373,1.34626759129433,0.347604797374781
"48","East",2017,"East2017",2017-05-19,2017-05-19,2.24209767179472,0,0,2.24209767179472,0.996636947358179,0.257330553288882
"49","East",2017,"East2017",2017-05-22,2017-05-22,1.90480207866599,0,0,1.90480207866599,0.60998046546125,0.157496278949551
"50","East",2017,"East2017",2017-05-25,2017-05-25,1.77357097929247,0,0,1.77357097929247,0.690249343812054,0.178221614220979
"51","East",2017,"East2017",2017-05-28,2017-05-28,1.97934546793408,0,0.0713234878650805,1.97934546793408,0.539339787289372,0.14414462136374
"52","East",2017,"East2017",2017-06-01,2017-06-01,1.20681269483333,0.242825035157991,0.348579401492207,1.28879149990823,0.498264014703668,0.12865121539745
"53","East",2017,"East2017",2017-06-05,2017-06-05,0.736159087828833,0.594911822183999,0.310908990758605,1.01290040586986,0.850855150547429,0.219689855207
"54","East",2017,"East2017",2017-06-08,2017-06-08,0.0809416783859969,1.21740664693129,0.0508093368031265,1.24847086157854,0.644803397880807,0.166487521438021
"55","East",2017,"East2017",2017-06-11,2017-06-11,0,0.94768413265725,0.060264683165741,0.94768413265725,0.531664776838881,0.137275255097471
"56","East",2017,"East2017",2017-06-14,2017-06-14,0,0.0301323415828705,0.0301323415828705,0.0301323415828705,0.116702057132691,0.0301323415828705
"57","Ice",2011,"Ice2011",2011-05-24,2017-05-24,0.747813486184427,0,0,0.747813486184427,0.535217464120072,0.138192555009094
"58","Ice",2011,"Ice2011",2011-05-30,2017-05-30,1.15063881911286,0,0.141206361551738,1.15063881911286,0.724941420874529,0.187179070001533
"59","Ice",2011,"Ice2011",2011-06-01,2017-06-01,0.883790350960359,0,0.060264683165741,0.883790350960359,0.74096708275858,0.191316878107458
"60","Ice",2011,"Ice2011",2011-06-06,2017-06-06,0.649098996750225,0,0.981786032365066,0.649098996750225,0.442054652139335,0.114138020389944
"61","Ice",2011,"Ice2011",2011-06-08,2017-06-08,0.275483123109268,0,0.620312136156755,0.275483123109268,0.507845650738833,0.131125183183691
"62","Ice",2011,"Ice2011",2011-06-10,2017-06-10,0.28871662861181,0.169702629206867,0.466359237254753,0.425135475381526,0.451131972759345,0.116481774495909
"63","Ice",2011,"Ice2011",2011-06-13,2017-06-13,0.171338703134608,0.683203999763208,0.47378118737577,0.762937154454161,0.736384914936284,0.190133767463106
"64","Ice",2011,"Ice2011",2011-06-15,2017-06-15,0,0.476280806175992,0.150661707914352,0.476280806175992,0.550319618881804,0.142091914601363
"65","Ice",2011,"Ice2011",2011-06-17,2017-06-17,0,0.29613399076134,0.451584237257487,0.29613399076134,0.487531919450441,0.125880200318406
"66","Ice",2012,"Ice2012",2012-05-08,2017-05-08,0.226038408868472,0,0,0.226038408868472,0.451474870157561,0.116570310223426
"67","Ice",2012,"Ice2012",2012-05-14,2017-05-14,0.171338703134608,0,0,0.171338703134608,0.261542867204323,0.0675300779334453
"68","Ice",2012,"Ice2012",2012-05-21,2017-05-21,0.342275495983873,0,0,0.342275495983873,0.400729878040493,0.103468009598571
"69","Ice",2012,"Ice2012",2012-05-28,2017-05-28,0.111074019968867,0.0301323415828705,0.657727701527046,0.141206361551738,0.25279022458622,0.0652701553270976
"70","Ice",2012,"Ice2012",2012-05-31,2017-05-31,0.060264683165741,0.0301323415828705,0.415549900451626,0.0903970247486114,0.187139620338106,0.0483192421990041
"71","Ice",2012,"Ice2012",2012-06-04,2017-06-04,0,0.0301323415828705,0.540595099847072,0.0301323415828705,0.116702057132691,0.0301323415828705
"72","Ice",2012,"Ice2012",2012-06-12,2017-06-12,0,0,0.283798885262503,0,0,0
"73","Ice",2016,"Ice2016",2016-06-04,2017-06-04,0.0301323415828705,0.937072662566058,0.252280381520605,0.957749657786314,0.602215458331806,0.15549136272985
"74","Ice",2016,"Ice2016",2016-06-09,2017-06-09,0,0.187097955005557,0,0.187097955005557,0.30344890854902,0.0783501712823448
"75","Ice",2017,"Ice2017",2017-05-17,2017-05-17,1.30533584244887,0,0,1.30533584244887,0.954701913554856,0.246502974119354
"76","Ice",2017,"Ice2017",2017-05-23,2017-05-23,0.977578353142806,1.44420327106587,0,1.83243564154969,0.586057649707143,0.151319434482215
"77","Ice",2017,"Ice2017",2017-05-29,2017-05-29,0.763482067861263,0.060264683165741,1.30495907376515,0.785429106210831,0.405845047563273,0.104788740690221
"78","Ice",2017,"Ice2017",2017-06-04,2017-06-04,0,0.587354826144859,0.445682242034497,0.587354826144859,0.496935454425494,0.128308182608664
"79","Ice",2017,"Ice2017",2017-06-07,2017-06-07,0,0.393616971639629,0.150661707914352,0.393616971639629,0.414381108708181,0.10699274220065
"80","Ice",2017,"Ice2017",2017-06-10,2017-06-10,0,0,0.120529366331482,0,0,0
"81","Ice",2017,"Ice2017",2017-06-17,2017-06-17,0,0,0.120529366331482,0,0,0
"82","JuncusTown",2017,"JuncusTown2017",2017-05-19,2017-05-19,0.852294640967579,0,0,0.852294640967579,0.70846432106071,0.182924701123351
"83","JuncusTown",2017,"JuncusTown2017",2017-05-23,2017-05-23,0.632749929880317,0.0809416783859969,0,0.688239550594994,0.690170320695715,0.178201210540076
"84","JuncusTown",2017,"JuncusTown2017",2017-05-28,2017-05-28,0,0.599429244156478,0,0.599429244156478,0.57609167563707,0.148746231042073
"85","JuncusTown",2017,"JuncusTown2017",2017-06-05,2017-06-05,0,0,0,0,0,0
"86","Mozvalley",2017,"Mozvalley2017",2017-05-23,2017-05-23,3.09071317344312,0,0,3.09071317344312,0.597595009023303,0.154298367848262
"87","Mozvalley",2017,"Mozvalley2017",2017-05-29,2017-05-29,1.21525640795326,0.382885287559722,0.268039633391554,1.33285861216313,0.733299333142631,0.189337073669761
"88","Mozvalley",2017,"Mozvalley2017",2017-06-04,2017-06-04,0.703924449759597,2.0512175005068,0.210926391080093,2.21614886764536,0.775241952505723,0.200166611422399
"89","Mozvalley",2017,"Mozvalley2017",2017-06-10,2017-06-10,0.0301323415828705,1.17280418986054,0.120529366331482,1.18001842883655,0.522964811228995,0.13502893363616
"90","Mozvalley",2017,"Mozvalley2017",2017-06-16,2017-06-16,0,0.0301323415828705,0,0.0301323415828705,0.116702057132691,0.0301323415828705
"91","NoOil",2017,"NoOil2017",2017-05-19,2017-05-19,2.74430748053645,0.653901056537228,0.150661707914352,2.81112433862736,0.382590548613125,0.127530182871042
"92","NoOil",2017,"NoOil2017",2017-05-22,2017-05-22,1.92811052553057,2.04431386470382,0.135595537122917,2.64106866438495,0.479634616117982,0.151673783159333
"93","NoOil",2017,"NoOil2017",2017-05-28,2017-05-28,0.190249907759724,2.63307865713686,0.121412517578995,2.63307865713686,0.92640852352391,0.292956097812923
"94","NoOil",2017,"NoOil2017",2017-06-05,2017-06-05,0,0.0451985123743057,0,0.0451985123743057,0.142930245954111,0.0451985123743057
"95","Oil",2017,"Oil2017",2017-05-17,2017-05-17,1.70605481945921,0,0,1.70605481945921,0.608806353893276,0.157193124646261
"96","Oil",2017,"Oil2017",2017-05-19,2017-05-19,0.943784561234721,0,0.0301323415828705,0.943784561234721,0.489114874363473,0.126288917519471
"97","Oil",2017,"Oil2017",2017-05-22,2017-05-22,0.612613570723083,0.233369688795376,0.0301323415828705,0.769588705711854,0.382080017651327,0.0986526363521484
"98","Oil",2017,"Oil2017",2017-05-25,2017-05-25,0.640332375728357,1.23549723676276,0.0809416783859969,1.48586403571995,0.642685042023761,0.165940564307643
"99","Oil",2017,"Oil2017",2017-05-28,2017-05-28,0,0.841904860052152,0.0508093368031265,0.841904860052152,0.618385855418128,0.159666541304309
"100","Oil",2017,"Oil2017",2017-06-01,2017-06-01,0,0.573759199082794,0,0.573759199082794,0.49880103324446,0.128789872988456
"101","Oil",2017,"Oil2017",2017-06-05,2017-06-05,0,0.0301323415828705,0.0301323415828705,0.0301323415828705,0.116702057132691,0.0301323415828705
"102","Oil",2017,"Oil2017",2017-06-08,2017-06-08,0,0,0,0,0,0
"103","SBS",2017,"SBS2017",2017-05-17,2017-05-17,2.77048415171124,0,0,2.77048415171124,0.921714283424819,0.237985604644389
"104","SBS",2017,"SBS2017",2017-05-22,2017-05-22,0.826185041504709,0,0,1.83936927185987,0.344083666780732,0.088842020742917
"105","SBS",2017,"SBS2017",2017-05-28,2017-05-28,0.468211621972404,0,0.268039633391554,0.468211621972404,0.606785049351346,0.156671226057694
"106","SBS",2017,"SBS2017",2017-06-05,2017-06-05,0.0665685886740752,0.289830085253005,0.150661707914352,0.314345070594693,0.514115521675969,0.132744056898518
"107","SBS",2017,"SBS2017",2017-06-11,2017-06-11,0,0.0508093368031265,0.201471044717479,0.0508093368031265,0.196783715270352,0.0508093368031265
"108","SeahorseWetland",2017,"SeahorseWetland2017",2017-05-23,2017-05-23,1.08225071283843,0,0,1.08225071283843,0.742832691668938,0.191798576256815
"109","SeahorseWetland",2017,"SeahorseWetland2017",2017-05-29,2017-05-29,0.567053383289116,0.0301323415828705,0.553486526045774,0.582812635160065,0.558270574650136,0.144144842553175
"110","SeahorseWetland",2017,"SeahorseWetland2017",2017-06-04,2017-06-04,0.339525965414936,0.551566836935999,0.180794049497223,0.792233180879703,0.496772423375465,0.128266088172552
"111","SeahorseWetland",2017,"SeahorseWetland2017",2017-06-10,2017-06-10,0,1.24947597418262,0.0301323415828705,1.24947597418262,0.846888739961811,0.218665732397512
"112","SeahorseWetland",2017,"SeahorseWetland2017",2017-06-17,2017-06-17,0,0,0.0301323415828705,0,0,0
"113","ShotgunFairy",2017,"ShotgunFairy2017",2017-05-17,2017-05-17,0.842335114326179,0,0,0.842335114326179,0.873353136727233,0.225498810260172
"114","ShotgunFairy",2017,"ShotgunFairy2017",2017-05-22,2017-05-22,0.29186806946609,0,0,0.29186806946609,0.258757653579881,0.0668109388679059
"115","ShotgunFairy",2017,"ShotgunFairy2017",2017-05-28,2017-05-28,0.388699228290322,0,0.0903970247486114,0.388699228290322,0.422687638695023,0.109137479020904
"116","ShotgunFairy",2017,"ShotgunFairy2017",2017-06-05,2017-06-05,0,0.0903970247486114,0.0903970247486114,0.0903970247486114,0.187139620338106,0.0483192421990041
"117","ShotgunFairy",2017,"ShotgunFairy2017",2017-06-11,2017-06-11,0,0,0.060264683165741,0,0,0
"118","Target",2017,"Target2017",2017-05-17,2017-05-17,1.22421960633278,0,0,1.22421960633278,0.822826010643079,0.212452762403129
"119","Target",2017,"Target2017",2017-05-23,2017-05-23,0.648681610942264,0,0.0508093368031265,0.648681610942264,0.599268831348622,0.154730546914293
"120","Target",2017,"Target2017",2017-05-29,2017-05-29,0.404708391929985,0.485554568961789,0.441144639021189,0.783660188014083,0.481687633503059,0.124371212175427
"121","Target",2017,"Target2017",2017-06-04,2017-06-04,0.0301323415828705,0.854270595264504,0,0.860200427665604,0.802721289918788,0.20726174583344
"122","Target",2017,"Target2017",2017-06-10,2017-06-10,0,0.0301323415828705,0.0301323415828705,0.0301323415828705,0.116702057132691,0.0301323415828705
"123","Vulgaris",2011,"Vulgaris2011",2011-05-24,2017-05-24,2.99878497387695,0,0,2.99878497387695,0.873890878497883,0.225637654588325
"124","Vulgaris",2011,"Vulgaris2011",2011-05-30,2017-05-30,2.78694827192124,0,0.147510267060072,2.78694827192124,0.695642824723119,0.179614205004088
"125","Vulgaris",2011,"Vulgaris2011",2011-06-01,2017-06-01,2.77997652511373,0,0.251878471235262,2.77997652511373,0.557869674057401,0.144041330465232
"126","Vulgaris",2011,"Vulgaris2011",2011-06-06,2017-06-06,2.80411076906104,0.141206361551738,0.650163274455484,2.81386996378053,0.616482792571557,0.159175172590205
"127","Vulgaris",2011,"Vulgaris2011",2011-06-08,2017-06-08,2.0486922039554,1.24956754682861,0.556104439949306,2.46003203585672,0.789158112686302,0.203759748530568
"128","Vulgaris",2011,"Vulgaris2011",2011-06-10,2017-06-10,1.24446542154655,1.21131064749967,0.522704538482441,1.85538453241354,0.985374908489798,0.254422707356776
"129","Vulgaris",2011,"Vulgaris2011",2011-06-13,2017-06-13,0.151292530234005,0.304513638226953,0.436724915373804,0.387247317524582,0.595103954205518,0.159048221867961
"130","Vulgaris",2011,"Vulgaris2011",2011-06-15,2017-06-15,0,0.131751015189123,0.47127698060406,0.131751015189123,0.28102243427256,0.0725596805232194
"131","Vulgaris",2012,"Vulgaris2012",2012-05-08,2017-05-08,2.62926757533318,0,0,2.62926757533318,1.26946732971275,0.327775055102125
"132","Vulgaris",2012,"Vulgaris2012",2012-05-11,2017-05-11,2.68212742656706,0,0,2.68212742656706,0.696378376692758,0.179804123706001
"133","Vulgaris",2012,"Vulgaris2012",2012-05-14,2017-05-14,2.42394477639586,0,0,2.42394477639586,0.729163632979599,0.188269240479339
"134","Vulgaris",2012,"Vulgaris2012",2012-05-16,2017-05-16,1.86002456197766,0,0,1.86002456197766,0.647601213906193,0.167209914429493
"135","Vulgaris",2012,"Vulgaris2012",2012-05-18,2017-05-18,1.97559746416536,0,0.177642608642943,1.97559746416536,0.645182401769323,0.166585379821246
"136","Vulgaris",2012,"Vulgaris2012",2012-05-21,2017-05-21,1.22907404179153,0.761124696214857,0.671224161184607,1.58391295319086,0.492272308561002,0.127104163523723
"137","Vulgaris",2012,"Vulgaris2012",2012-05-23,2017-05-23,0.817191679597535,0.886016975172498,0.180794049497223,1.32128581796569,0.632931884213222,0.163422309789433
"138","Vulgaris",2012,"Vulgaris2012",2012-05-28,2017-05-28,0.85108518534363,1.66043681968428,0.257957568743292,1.90619152127936,0.82177670946945,0.212181834005087
"139","Vulgaris",2012,"Vulgaris2012",2012-05-31,2017-05-31,0.120529366331482,1.24740317499989,0.192015698354864,1.30643883983083,0.51166244954355,0.132110676397457
"140","Vulgaris",2012,"Vulgaris2012",2012-06-04,2017-06-04,0.180794049497223,0.303089718323732,0.0903970247486114,0.464973075095726,0.27919805448639,0.0720886276879532
"141","Vulgaris",2012,"Vulgaris2012",2012-06-07,2017-06-07,0.060264683165741,0.0301323415828705,0.0903970247486114,0.0903970247486114,0.187139620338106,0.0483192421990041
"142","Vulgaris",2012,"Vulgaris2012",2012-06-12,2017-06-12,0,0.0301323415828705,0,0.0301323415828705,0.116702057132691,0.0301323415828705
"143","Vulgaris",2016,"Vulgaris2016",2016-05-01,2017-05-01,2.41619034600396,0,0.060264683165741,2.41619034600396,0.529220661257258,0.136644187167882
"144","Vulgaris",2016,"Vulgaris2016",2016-06-03,2017-06-03,0.0301323415828705,0.894204454479395,0.264888192537274,0.90229517827968,0.407843228911123,0.105304668895749
"145","Vulgaris",2017,"Vulgaris2017",2017-05-17,2017-05-17,2.90714100208567,0,0,2.90714100208567,1.24871540836547,0.224275908064968
"146","Vulgaris",2017,"Vulgaris2017",2017-05-20,2017-05-20,2.51998375470371,0,0,2.51998375470371,0.723886353980887,0.186906652900986
"147","Vulgaris",2017,"Vulgaris2017",2017-05-23,2017-05-23,3.19712343321244,0,0.389307927799492,3.19712343321244,0.460425042023195,0.118881234662179
"148","Vulgaris",2017,"Vulgaris2017",2017-05-26,2017-05-26,2.49914161138165,0.214078855734147,0.597340135286509,2.52623446864203,0.599993475730209,0.15491764928908
"149","Vulgaris",2017,"Vulgaris2017",2017-05-29,2017-05-29,1.43570421357913,2.08069313834387,0.222148039937735,2.45780446510329,0.597346068729197,0.15423409174071
"150","Vulgaris",2017,"Vulgaris2017",2017-06-01,2017-06-01,0.355285217285885,2.43118316129005,0.304475880482759,2.46833727628853,0.844100411048565,0.217945788967862
"151","Vulgaris",2017,"Vulgaris2017",2017-06-04,2017-06-04,0,1.58872411425915,0.150661707914352,1.58872411425915,0.573437768933415,0.148060995277697
"152","Vulgaris",2017,"Vulgaris2017",2017-06-07,2017-06-07,0,0.279261282249195,0.060264683165741,0.279261282249195,0.375918907391638,0.0970618445234867
"153","Vulgaris",2017,"Vulgaris2017",2017-06-10,2017-06-10,0,0.0301323415828705,0.060264683165741,0.0301323415828705,0.116702057132691,0.0301323415828705
"154","Vulgaris road",2017,"Vulgaris road2017",2017-05-20,2017-05-20,2.39047084935978,0,0.0301323415828705,2.39047084935978,0.647916898081655,0.167291423733108
"155","Vulgaris road",2017,"Vulgaris road2017",2017-05-23,2017-05-23,3.04244040901572,0,0.0301323415828705,3.04244040901572,0.578807221798997,0.14944738204614
"156","Vulgaris road",2017,"Vulgaris road2017",2017-05-26,2017-05-26,2.48993604330777,0,0.488681827968833,2.48993604330777,0.414722575713176,0.107080908602225
"157","Vulgaris road",2017,"Vulgaris road2017",2017-05-29,2017-05-29,2.15283993494014,1.1477837642185,0.570857669997228,2.39490628186265,0.379302912904049,0.0979355909896896
"158","Vulgaris road",2017,"Vulgaris road2017",2017-06-01,2017-06-01,1.34141455595204,1.89017259817025,0.328304316557295,2.32028695693094,0.474607294450893,0.122543076493124
"159","Vulgaris road",2017,"Vulgaris road2017",2017-06-04,2017-06-04,0.0903970247486114,2.43245101459068,0.060264683165741,2.4401548218888,0.496614470204762,0.128225304839244
"160","Vulgaris road",2017,"Vulgaris road2017",2017-06-07,2017-06-07,0,0.784028785731961,0.126833271839816,0.784028785731961,0.786428700661179,0.203055017376019
"161","Vulgaris road",2017,"Vulgaris road2017",2017-06-10,2017-06-10,0,0,0.0301323415828705,0,0,0
"162","Vulgaris small",2017,"Vulgaris small2017",2017-05-20,2017-05-20,1.65918465362737,0,0,1.65918465362737,1.41345442973888,0.364952364466786
"163","Vulgaris small",2017,"Vulgaris small2017",2017-05-23,2017-05-23,2.03136011676651,0,0,2.03136011676651,1.79499270401088,0.463465123279865
"164","Vulgaris small",2017,"Vulgaris small2017",2017-05-26,2017-05-26,1.39178122076723,0,0,1.39178122076723,1.19011194144867,0.307285581956886
"165","Vulgaris small",2017,"Vulgaris small2017",2017-05-29,2017-05-29,1.18244612103124,0,0.13313717734815,1.18244612103124,0.938656915281682,0.242360173379225
"166","Vulgaris small",2017,"Vulgaris small2017",2017-06-01,2017-06-01,1.20222196228686,0.126833271839816,0.585382758225779,1.22179679575431,0.967837456214951,0.249894556650417
"167","Vulgaris small",2017,"Vulgaris small2017",2017-06-04,2017-06-04,0.675377872689047,0.457273148668671,0.217230296588428,0.939362098777096,0.628455068845848,0.162266401031974
"168","Vulgaris small",2017,"Vulgaris small2017",2017-06-07,2017-06-07,0.0301323415828705,0.879692225910487,0.237907291808684,0.888902248475874,0.772760899998262,0.199526006419568
"169","Vulgaris small",2017,"Vulgaris small2017",2017-06-10,2017-06-10,0,0.370526439841776,0.176006534715201,0.370526439841776,0.488782927999498,0.126203209336837
"170","Vulgaris small",2017,"Vulgaris small2017",2017-06-13,2017-06-13,0,0,0.201471044717479,0,0,0
"171","Waterfall",2017,"Waterfall2017",2017-06-04,2017-06-04,0.577523472875118,2.07859892775111,0.302206567076218,2.18622874916834,0.548162776449431,0.173344290210191
