Date,Day,Site,Year,SiteYear,Sample,Larvae,Pupae,Total,Beetle,SampleL,Emergence,PondPerimeter,Pondarea,Depth_1,Length_1.5,Littoral_aream3,Littoralarea_liters,Emergence,Larvalstage,Larvalstage2
1-Jun-18,1-Jun-17,East,2018,East2018,17,0,0,0,0,1.75,Before,134.8833333,743.4533333,0.2,1.5,40.465,40465,Before,Two,Two
1-Jun-18,1-Jun-17,East,2018,East2018,18,78,0,78,0,1.75,Before,134.8833333,743.4533333,0.2,1.5,40.465,40465,Before,Two,Two
1-Jun-18,1-Jun-17,East,2018,East2018,19,16,0,16,0,1.75,Before,134.8833333,743.4533333,0.2,1.5,40.465,40465,Before,Two,Two
9-Jun-18,9-Jun-17,East,2018,East2018,1,28,0,28,0,1.75,Before,132.702381,734.4552381,0.2,1.5,39.81071429,39810.71429,Before,Three,Three
9-Jun-18,9-Jun-17,East,2018,East2018,2,29,0,29,0,1.75,Before,132.702381,734.4552381,0.2,1.5,39.81071429,39810.71429,Before,Three,Three
9-Jun-18,9-Jun-17,East,2018,East2018,3,16,0,16,0,1.75,Before,132.702381,734.4552381,0.2,1.5,39.81071429,39810.71429,Before,Three,Three
9-Jun-18,9-Jun-17,East,2018,East2018,4,13,0,13,0,1.75,Before,132.702381,734.4552381,0.2,1.5,39.81071429,39810.71429,Before,Three,Three
9-Jun-18,9-Jun-17,East,2018,East2018,5,0,0,0,0,1.75,Before,132.702381,734.4552381,0.2,1.5,39.81071429,39810.71429,Before,Three,Three
9-Jun-18,9-Jun-17,East,2018,East2018,6,3,0,3,0,1.75,Before,132.702381,734.4552381,0.2,1.5,39.81071429,39810.71429,Before,Three,Three
9-Jun-18,9-Jun-17,East,2018,East2018,7,3,0,3,0,1.75,Before,132.702381,734.4552381,0.2,1.5,39.81071429,39810.71429,Before,Three,Three
9-Jun-18,9-Jun-17,East,2018,East2018,8,3,0,3,0,1.75,Before,132.702381,734.4552381,0.2,1.5,39.81071429,39810.71429,Before,Three,Three
9-Jun-18,9-Jun-17,East,2018,East2018,9,1,0,1,0,1.75,Before,132.702381,734.4552381,0.2,1.5,39.81071429,39810.71429,Before,Three,Three
9-Jun-18,9-Jun-17,East,2018,East2018,10,11,0,11,0,1.75,Before,132.702381,734.4552381,0.2,1.5,39.81071429,39810.71429,Before,Three,Three
9-Jun-18,9-Jun-17,East,2018,East2018,11,16,0,16,0,1.75,Before,132.702381,734.4552381,0.2,1.5,39.81071429,39810.71429,Before,Three,Three
9-Jun-18,9-Jun-17,East,2018,East2018,12,8,0,8,0,1.75,Before,132.702381,734.4552381,0.2,1.5,39.81071429,39810.71429,Before,Three,Three
9-Jun-18,9-Jun-17,East,2018,East2018,13,7,0,7,0,1.75,Before,132.702381,734.4552381,0.2,1.5,39.81071429,39810.71429,Before,Three,Three
9-Jun-18,9-Jun-17,East,2018,East2018,14,5,0,5,0,1.75,Before,132.702381,734.4552381,0.2,1.5,39.81071429,39810.71429,Before,Three,Three
9-Jun-18,9-Jun-17,East,2018,East2018,15,3,0,3,0,1.75,Before,132.702381,734.4552381,0.2,1.5,39.81071429,39810.71429,Before,Three,Three
9-Jun-18,9-Jun-17,East,2018,East2018,16,0,0,0,0,1.75,Before,132.702381,734.4552381,0.2,1.5,39.81071429,39810.71429,Before,Three,Three
9-Jun-18,9-Jun-17,East,2018,East2018,17,2,0,2,0,1.75,Before,132.702381,734.4552381,0.2,1.5,39.81071429,39810.71429,Before,Three,Three
9-Jun-18,9-Jun-17,East,2018,East2018,18,37,0,37,0,1.75,Before,132.702381,734.4552381,0.2,1.5,39.81071429,39810.71429,Before,Three,Three
9-Jun-18,9-Jun-17,East,2018,East2018,19,0,0,0,0,1.75,Before,132.702381,734.4552381,0.2,1.5,39.81071429,39810.71429,Before,Three,Three
9-Jun-18,9-Jun-17,East,2018,East2018,20,3,0,3,0,1.75,Before,132.702381,734.4552381,0.2,1.5,39.81071429,39810.71429,Before,Three,Three
9-Jun-18,9-Jun-17,East,2018,East2018,21,19,0,19,0,1.75,Before,132.702381,734.4552381,0.2,1.5,39.81071429,39810.71429,Before,Three,Three
14-Jun-18,14-Jun-17,East,2018,East2018,1,3,2,5,0,1.75,Before,131.3392857,728.8314286,0.2,1.5,39.40178571,39401.78571,Before,FourPupae,FourPupae
14-Jun-18,14-Jun-17,East,2018,East2018,2,5,2,7,1,1.75,Before,131.3392857,728.8314286,0.2,1.5,39.40178571,39401.78571,Before,FourPupae,FourPupae
14-Jun-18,14-Jun-17,East,2018,East2018,3,8,0,8,0,1.75,Before,131.3392857,728.8314286,0.2,1.5,39.40178571,39401.78571,Before,FourPupae,FourPupae
14-Jun-18,14-Jun-17,East,2018,East2018,4,4,0,4,1,1.75,Before,131.3392857,728.8314286,0.2,1.5,39.40178571,39401.78571,Before,FourPupae,FourPupae
14-Jun-18,14-Jun-17,East,2018,East2018,5,2,0,2,0,1.75,Before,131.3392857,728.8314286,0.2,1.5,39.40178571,39401.78571,Before,FourPupae,FourPupae
14-Jun-18,14-Jun-17,East,2018,East2018,6,0,0,0,0,1.75,Before,131.3392857,728.8314286,0.2,1.5,39.40178571,39401.78571,Before,FourPupae,FourPupae
14-Jun-18,14-Jun-17,East,2018,East2018,7,0,5,5,0,1.75,Before,131.3392857,728.8314286,0.2,1.5,39.40178571,39401.78571,Before,FourPupae,FourPupae
14-Jun-18,14-Jun-17,East,2018,East2018,8,0,2,2,0,1.75,Before,131.3392857,728.8314286,0.2,1.5,39.40178571,39401.78571,Before,FourPupae,FourPupae
14-Jun-18,14-Jun-17,East,2018,East2018,9,3,19,22,1,1.75,Before,131.3392857,728.8314286,0.2,1.5,39.40178571,39401.78571,Before,FourPupae,FourPupae
14-Jun-18,14-Jun-17,East,2018,East2018,10,7,3,10,2,1.75,Before,131.3392857,728.8314286,0.2,1.5,39.40178571,39401.78571,Before,FourPupae,FourPupae
14-Jun-18,14-Jun-17,East,2018,East2018,11,7,0,7,0,1.75,Before,131.3392857,728.8314286,0.2,1.5,39.40178571,39401.78571,Before,FourPupae,FourPupae
14-Jun-18,14-Jun-17,East,2018,East2018,12,8,1,9,1,1.75,Before,131.3392857,728.8314286,0.2,1.5,39.40178571,39401.78571,Before,FourPupae,FourPupae
14-Jun-18,14-Jun-17,East,2018,East2018,13,3,0,3,0,1.75,Before,131.3392857,728.8314286,0.2,1.5,39.40178571,39401.78571,Before,FourPupae,FourPupae
14-Jun-18,14-Jun-17,East,2018,East2018,14,9,1,10,0,1.75,Before,131.3392857,728.8314286,0.2,1.5,39.40178571,39401.78571,Before,FourPupae,FourPupae
14-Jun-18,14-Jun-17,East,2018,East2018,15,7,0,7,0,1.75,Before,131.3392857,728.8314286,0.2,1.5,39.40178571,39401.78571,Before,FourPupae,FourPupae
14-Jun-18,14-Jun-17,East,2018,East2018,16,0,0,0,0,1.75,Before,131.3392857,728.8314286,0.2,1.5,39.40178571,39401.78571,Before,FourPupae,FourPupae
14-Jun-18,14-Jun-17,East,2018,East2018,17,3,0,3,0,1.75,Before,131.3392857,728.8314286,0.2,1.5,39.40178571,39401.78571,Before,FourPupae,FourPupae
14-Jun-18,14-Jun-17,East,2018,East2018,18,3,0,3,0,1.75,Before,131.3392857,728.8314286,0.2,1.5,39.40178571,39401.78571,Before,FourPupae,FourPupae
14-Jun-18,14-Jun-17,East,2018,East2018,19,4,0,4,0,1.75,Before,131.3392857,728.8314286,0.2,1.5,39.40178571,39401.78571,Before,FourPupae,FourPupae
14-Jun-18,14-Jun-17,East,2018,East2018,20,5,0,5,0,1.75,Before,131.3392857,728.8314286,0.2,1.5,39.40178571,39401.78571,Before,FourPupae,FourPupae
14-Jun-18,14-Jun-17,East,2018,East2018,21,7,0,7,2,1.75,Before,131.3392857,728.8314286,0.2,1.5,39.40178571,39401.78571,Before,FourPupae,FourPupae
14-Jun-18,14-Jun-17,East,2018,East2018,22,9,1,10,1,1.75,Before,131.3392857,728.8314286,0.2,1.5,39.40178571,39401.78571,Before,FourPupae,FourPupae
17-Jun-18,17-Jun-17,East,2018,East2018,1,4,4,8,1,1.75,Before,130.5214286,725.4571429,0.2,1.5,39.15642857,39156.42857,Before,FourPupae,FourPupae
17-Jun-18,17-Jun-17,East,2018,East2018,2,1,15,16,0,1.75,Before,130.5214286,725.4571429,0.2,1.5,39.15642857,39156.42857,Before,FourPupae,FourPupae
17-Jun-18,17-Jun-17,East,2018,East2018,3,5,4,9,0,1.75,Before,130.5214286,725.4571429,0.2,1.5,39.15642857,39156.42857,Before,FourPupae,FourPupae
17-Jun-18,17-Jun-17,East,2018,East2018,4,1,1,2,0,1.75,Before,130.5214286,725.4571429,0.2,1.5,39.15642857,39156.42857,Before,FourPupae,FourPupae
17-Jun-18,17-Jun-17,East,2018,East2018,5,0,0,0,1,1.75,Before,130.5214286,725.4571429,0.2,1.5,39.15642857,39156.42857,Before,FourPupae,FourPupae
17-Jun-18,17-Jun-17,East,2018,East2018,6,1,0,1,0,1.75,Before,130.5214286,725.4571429,0.2,1.5,39.15642857,39156.42857,Before,FourPupae,FourPupae
17-Jun-18,17-Jun-17,East,2018,East2018,7,0,5,5,0,1.75,Before,130.5214286,725.4571429,0.2,1.5,39.15642857,39156.42857,Before,FourPupae,FourPupae
17-Jun-18,17-Jun-17,East,2018,East2018,8,1,8,9,2,1.75,Before,130.5214286,725.4571429,0.2,1.5,39.15642857,39156.42857,Before,FourPupae,FourPupae
17-Jun-18,17-Jun-17,East,2018,East2018,9,3,1,4,0,1.75,Before,130.5214286,725.4571429,0.2,1.5,39.15642857,39156.42857,Before,FourPupae,FourPupae
17-Jun-18,17-Jun-17,East,2018,East2018,10,2,14,16,0,1.75,Before,130.5214286,725.4571429,0.2,1.5,39.15642857,39156.42857,Before,FourPupae,FourPupae
17-Jun-18,17-Jun-17,East,2018,East2018,11,2,3,5,2,1.75,Before,130.5214286,725.4571429,0.2,1.5,39.15642857,39156.42857,Before,FourPupae,FourPupae
17-Jun-18,17-Jun-17,East,2018,East2018,12,5,2,7,1,1.75,Before,130.5214286,725.4571429,0.2,1.5,39.15642857,39156.42857,Before,FourPupae,FourPupae
17-Jun-18,17-Jun-17,East,2018,East2018,13,8,3,11,0,1.75,Before,130.5214286,725.4571429,0.2,1.5,39.15642857,39156.42857,Before,FourPupae,FourPupae
17-Jun-18,17-Jun-17,East,2018,East2018,14,4,5,9,0,1.75,Before,130.5214286,725.4571429,0.2,1.5,39.15642857,39156.42857,Before,FourPupae,FourPupae
17-Jun-18,17-Jun-17,East,2018,East2018,15,2,0,2,0,1.75,Before,130.5214286,725.4571429,0.2,1.5,39.15642857,39156.42857,Before,FourPupae,FourPupae
17-Jun-18,17-Jun-17,East,2018,East2018,16,1,0,1,1,1.75,Before,130.5214286,725.4571429,0.2,1.5,39.15642857,39156.42857,Before,FourPupae,FourPupae
17-Jun-18,17-Jun-17,East,2018,East2018,17,6,3,9,0,1.75,Before,130.5214286,725.4571429,0.2,1.5,39.15642857,39156.42857,Before,FourPupae,FourPupae
17-Jun-18,17-Jun-17,East,2018,East2018,18,7,2,9,0,1.75,Before,130.5214286,725.4571429,0.2,1.5,39.15642857,39156.42857,Before,FourPupae,FourPupae
17-Jun-18,17-Jun-17,East,2018,East2018,19,3,5,8,0,1.75,Before,130.5214286,725.4571429,0.2,1.5,39.15642857,39156.42857,Before,FourPupae,FourPupae
17-Jun-18,17-Jun-17,East,2018,East2018,20,1,9,10,0,1.75,Before,130.5214286,725.4571429,0.2,1.5,39.15642857,39156.42857,Before,FourPupae,FourPupae
22-Jun-18,22-Jun-17,East,2018,East2018,1,0,5,5,0,1.75,After,129.1583333,719.8333333,0.2,1.5,38.7475,38747.5,After,FourPupae,FourPupae
22-Jun-18,22-Jun-17,East,2018,East2018,2,1,17,18,0,1.75,After,129.1583333,719.8333333,0.2,1.5,38.7475,38747.5,After,FourPupae,FourPupae
22-Jun-18,22-Jun-17,East,2018,East2018,3,1,12,13,0,1.75,After,129.1583333,719.8333333,0.2,1.5,38.7475,38747.5,After,FourPupae,FourPupae
22-Jun-18,22-Jun-17,East,2018,East2018,4,2,12,14,1,1.75,After,129.1583333,719.8333333,0.2,1.5,38.7475,38747.5,After,FourPupae,FourPupae
22-Jun-18,22-Jun-17,East,2018,East2018,5,1,5,6,0,1.75,After,129.1583333,719.8333333,0.2,1.5,38.7475,38747.5,After,FourPupae,FourPupae
22-Jun-18,22-Jun-17,East,2018,East2018,6,0,0,0,0,1.75,After,129.1583333,719.8333333,0.2,1.5,38.7475,38747.5,After,FourPupae,FourPupae
22-Jun-18,22-Jun-17,East,2018,East2018,7,0,0,0,0,1.75,After,129.1583333,719.8333333,0.2,1.5,38.7475,38747.5,After,FourPupae,FourPupae
22-Jun-18,22-Jun-17,East,2018,East2018,8,0,5,5,0,1.75,After,129.1583333,719.8333333,0.2,1.5,38.7475,38747.5,After,FourPupae,FourPupae
22-Jun-18,22-Jun-17,East,2018,East2018,9,0,3,3,0,1.75,After,129.1583333,719.8333333,0.2,1.5,38.7475,38747.5,After,FourPupae,FourPupae
22-Jun-18,22-Jun-17,East,2018,East2018,10,0,3,3,1,1.75,After,129.1583333,719.8333333,0.2,1.5,38.7475,38747.5,After,FourPupae,FourPupae
22-Jun-18,22-Jun-17,East,2018,East2018,11,0,2,2,0,1.75,After,129.1583333,719.8333333,0.2,1.5,38.7475,38747.5,After,FourPupae,FourPupae
22-Jun-18,22-Jun-17,East,2018,East2018,12,1,5,6,0,1.75,After,129.1583333,719.8333333,0.2,1.5,38.7475,38747.5,After,FourPupae,FourPupae
22-Jun-18,22-Jun-17,East,2018,East2018,13,0,4,4,0,1.75,After,129.1583333,719.8333333,0.2,1.5,38.7475,38747.5,After,FourPupae,FourPupae
22-Jun-18,22-Jun-17,East,2018,East2018,14,1,2,3,0,1.75,After,129.1583333,719.8333333,0.2,1.5,38.7475,38747.5,After,FourPupae,FourPupae
22-Jun-18,22-Jun-17,East,2018,East2018,15,0,2,2,0,1.75,After,129.1583333,719.8333333,0.2,1.5,38.7475,38747.5,After,FourPupae,FourPupae
22-Jun-18,22-Jun-17,East,2018,East2018,16,0,5,5,0,1.75,After,129.1583333,719.8333333,0.2,1.5,38.7475,38747.5,After,FourPupae,FourPupae
22-Jun-18,22-Jun-17,East,2018,East2018,17,0,30,30,1,1.75,After,129.1583333,719.8333333,0.2,1.5,38.7475,38747.5,After,FourPupae,FourPupae
22-Jun-18,22-Jun-17,East,2018,East2018,18,0,3,3,1,1.75,After,129.1583333,719.8333333,0.2,1.5,38.7475,38747.5,After,FourPupae,FourPupae
22-Jun-18,22-Jun-17,East,2018,East2018,19,0,5,5,1,1.75,After,129.1583333,719.8333333,0.2,1.5,38.7475,38747.5,After,FourPupae,FourPupae
26-Jun-18,26-Jun-17,East,2018,East2018,1,0,0,0,1,1.75,After,128.0678571,715.3342857,0.2,1.5,38.42035714,38420.35714,After,Pupae,Pupae
26-Jun-18,26-Jun-17,East,2018,East2018,2,0,0,0,0,1.75,After,128.0678571,715.3342857,0.2,1.5,38.42035714,38420.35714,After,Pupae,Pupae
26-Jun-18,26-Jun-17,East,2018,East2018,3,0,0,0,0,1.75,After,128.0678571,715.3342857,0.2,1.5,38.42035714,38420.35714,After,Pupae,Pupae
26-Jun-18,26-Jun-17,East,2018,East2018,4,0,2,2,0,1.75,After,128.0678571,715.3342857,0.2,1.5,38.42035714,38420.35714,After,Pupae,Pupae
26-Jun-18,26-Jun-17,East,2018,East2018,5,0,2,2,0,1.75,After,128.0678571,715.3342857,0.2,1.5,38.42035714,38420.35714,After,Pupae,Pupae
26-Jun-18,26-Jun-17,East,2018,East2018,6,0,1,1,0,1.75,After,128.0678571,715.3342857,0.2,1.5,38.42035714,38420.35714,After,Pupae,Pupae
26-Jun-18,26-Jun-17,East,2018,East2018,7,0,2,2,0,1.75,After,128.0678571,715.3342857,0.2,1.5,38.42035714,38420.35714,After,Pupae,Pupae
26-Jun-18,26-Jun-17,East,2018,East2018,8,0,1,1,0,1.75,After,128.0678571,715.3342857,0.2,1.5,38.42035714,38420.35714,After,Pupae,Pupae
26-Jun-18,26-Jun-17,East,2018,East2018,9,0,3,3,0,1.75,After,128.0678571,715.3342857,0.2,1.5,38.42035714,38420.35714,After,Pupae,Pupae
26-Jun-18,26-Jun-17,East,2018,East2018,10,0,0,0,0,1.75,After,128.0678571,715.3342857,0.2,1.5,38.42035714,38420.35714,After,Pupae,Pupae
26-Jun-18,26-Jun-17,East,2018,East2018,11,0,1,1,0,1.75,After,128.0678571,715.3342857,0.2,1.5,38.42035714,38420.35714,After,Pupae,Pupae
